FIPS,COUNTY,STATE,Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,Two or more races,Housing units,Occupied Housing Units,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner-occupied housing units: Median value,Specified owner-occupied housing units: Median value,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Asian or Pacific Islander,Tract_numeric,In city of Detroit?
26099261000,Macomb,Michigan,2417,2230,10,1,109,0,4,63,970,959,933,26,97.29,2.71,138700,138900,887,5,0,0,17,22,2610.0,No
26099261100,Macomb,Michigan,4479,4119,143,11,113,1,23,69,2354,2268,1739,529,76.68,23.32,125300,142200,1675,26,5,0,8,23,2611.0,No
26099261200,Macomb,Michigan,2809,2660,40,8,47,1,10,43,1143,1127,946,181,83.94,16.06,138800,139300,921,3,2,0,7,11,2612.0,No
26099261300,Macomb,Michigan,3026,2943,10,6,32,0,1,34,1219,1189,1148,41,96.55,3.45,128900,131900,1125,4,1,0,10,8,2613.0,No
26099261400,Macomb,Michigan,2912,2830,1,2,41,0,5,33,1083,1079,1064,15,98.61,1.39,143100,142900,1042,0,1,0,9,11,2614.0,No
26099261500,Macomb,Michigan,3181,3013,47,11,69,0,2,39,1674,1637,1177,460,71.9,28.1,122200,131200,1146,6,2,0,11,11,2615.0,No
26099261600,Macomb,Michigan,1451,1395,15,1,29,0,1,10,540,536,531,5,99.07,0.93,146700,146300,517,4,1,0,3,5,2616.0,No
26099261700,Macomb,Michigan,2376,2101,149,7,72,1,9,37,1127,1090,541,549,49.63,50.37,132100,131500,531,1,2,0,2,5,2617.0,No
26099261800,Macomb,Michigan,2856,2716,24,3,62,2,6,43,1148,1140,1118,22,98.07,1.93,134400,134400,1085,10,2,1,6,12,2618.0,No
26099261900,Macomb,Michigan,2854,2613,39,5,131,0,4,62,1269,1239,763,476,61.58,38.42,121900,121600,733,3,1,0,9,16,2619.0,No
26099262000,Macomb,Michigan,3189,2924,70,5,125,0,9,56,1390,1372,1235,137,90.01,9.99,130000,129800,1191,6,1,0,13,21,2620.0,No
26099262100,Macomb,Michigan,1260,1116,65,1,22,2,10,44,625,556,349,207,62.77,37.23,80800,88500,342,0,0,1,5,0,2621.0,No
26099262200,Macomb,Michigan,4448,4161,39,9,151,0,17,71,1784,1735,1686,49,97.18,2.82,133400,133600,1607,20,4,0,16,37,2622.0,No
26099262300,Macomb,Michigan,4134,3206,383,11,399,1,13,121,1872,1836,1107,729,60.29,39.71,128000,133400,1052,7,2,0,13,32,2623.0,No
26099262400,Macomb,Michigan,3083,2809,67,7,109,0,12,79,1344,1298,1116,182,85.98,14.02,126800,129700,1039,23,2,0,21,29,2624.0,No
26099262500,Macomb,Michigan,4958,4516,125,14,182,1,6,114,2254,2206,1801,405,81.64,18.36,113100,114600,1707,25,4,1,22,41,2625.0,No
26099262600,Macomb,Michigan,2486,2332,44,4,67,0,7,32,1164,1149,688,461,59.88,40.12,119400,119300,663,7,0,0,7,10,2626.0,No
26099262700,Macomb,Michigan,4630,4021,361,14,144,5,19,66,1945,1917,1547,370,80.7,19.3,115700,115600,1492,14,4,1,12,20,2627.0,No
26099262800,Macomb,Michigan,2283,1936,75,10,197,1,2,62,1017,983,561,422,57.07,42.93,85500,86900,539,2,2,1,11,5,2628.0,No
26099262900,Macomb,Michigan,4596,4345,38,32,49,1,23,108,1696,1654,1427,227,86.28,13.72,84400,84000,1377,5,11,0,19,9,2629.0,No
26099263000,Macomb,Michigan,1065,1001,12,2,20,0,2,28,326,308,260,48,84.42,15.58,84300,84200,250,0,0,0,6,3,2630.0,No
26099263100,Macomb,Michigan,3069,2924,10,10,35,1,10,79,1182,1137,867,270,76.25,23.75,75300,75600,846,0,4,0,11,4,2631.0,No
26099263200,Macomb,Michigan,3279,3069,31,21,28,1,25,104,1318,1231,827,404,67.18,32.82,67200,68300,799,2,7,0,9,7,2632.0,No
26099263300,Macomb,Michigan,398,375,5,5,4,0,0,9,172,162,136,26,83.95,16.05,106300,101300,132,0,1,0,2,1,2633.0,No
26099263400,Macomb,Michigan,3758,3445,38,19,114,2,22,118,1478,1441,1346,95,93.41,6.59,112900,113000,1276,14,4,1,28,21,2634.0,No
26099263500,Macomb,Michigan,4273,3856,104,18,144,0,15,136,1894,1792,1529,263,85.32,14.68,86800,91300,1424,26,3,0,35,36,2635.0,No
26099263600,Macomb,Michigan,5569,4261,860,51,203,0,37,157,2461,2327,1498,829,64.37,35.63,71100,80300,1395,23,17,0,23,33,2636.0,No
26099263700,Macomb,Michigan,5126,4560,124,18,240,6,17,161,1906,1849,1675,174,90.59,9.41,83700,83800,1561,35,7,1,29,38,2637.0,No
26099263800,Macomb,Michigan,3382,3062,67,26,89,0,21,117,1293,1194,760,434,63.65,36.35,63600,63300,712,11,6,0,13,16,2638.0,No
26099263900,Macomb,Michigan,3973,3539,57,26,155,0,19,177,1431,1338,971,367,72.57,27.43,62900,63200,910,7,4,0,26,19,2639.0,No
26099264000,Macomb,Michigan,2301,1975,128,18,98,1,14,67,844,787,491,296,62.39,37.61,63500,64300,451,8,4,0,11,14,2640.0,No
26099264100,Macomb,Michigan,3318,3000,93,22,57,0,24,122,1240,1180,863,317,73.14,26.86,63500,63200,811,13,5,0,19,11,2641.0,No
26099264200,Macomb,Michigan,4686,4321,97,19,135,0,20,94,1776,1702,1387,315,81.49,18.51,70100,70100,1319,16,5,0,17,28,2642.0,No
26099267600,Macomb,Michigan,1531,1459,22,5,24,2,6,13,582,580,560,20,96.55,3.45,133200,133200,547,4,0,1,2,4,2676.0,No
26099268000,Macomb,Michigan,5841,5611,81,13,51,0,22,63,2743,2692,1539,1153,57.17,42.83,106800,105800,1510,7,2,0,8,10,2680.0,No
26099268100,Macomb,Michigan,2690,2393,183,8,35,0,0,71,1173,1129,718,411,63.6,36.4,100700,102000,698,6,1,0,6,7,2681.0,No
26125120000,Oakland,Michigan,3255,3168,21,14,3,0,8,41,1122,1083,1024,59,94.55,5.45,207500,232600,1005,1,7,0,9,0,1200.0,No
26125120300,Oakland,Michigan,3184,3084,48,7,12,1,9,23,1168,1091,986,105,90.38,9.62,234300,224000,974,2,2,0,4,2,1203.0,No
26125121000,Oakland,Michigan,2384,2285,12,10,16,3,22,36,997,836,778,58,93.06,6.94,70000,184600,752,2,2,0,9,5,1210.0,No
26125121400,Oakland,Michigan,1219,1176,6,2,6,0,3,26,424,413,385,28,93.22,6.78,169400,165200,377,1,0,0,6,1,1214.0,No
26125121500,Oakland,Michigan,3540,3442,21,10,19,0,11,37,1476,1402,946,456,67.48,32.52,158200,165200,926,6,2,0,4,5,1215.0,No
26125121600,Oakland,Michigan,8882,8614,33,20,40,0,64,111,3254,3136,2795,341,89.13,10.87,173400,185200,2729,7,6,0,26,15,1216.0,No
26125122200,Oakland,Michigan,3302,3214,13,9,17,2,11,36,1053,1034,1003,31,97,3,204700,197100,983,3,2,0,8,4,1222.0,No
26125122400,Oakland,Michigan,6484,6321,34,14,20,0,26,69,2333,2234,2181,53,97.63,2.37,139900,195400,2148,10,8,0,9,2,1224.0,No
26125122700,Oakland,Michigan,3032,2958,11,5,10,0,14,34,1192,1070,990,80,92.52,7.48,191800,191300,974,2,2,0,7,1,1227.0,No
26125122900,Oakland,Michigan,1947,1915,1,7,6,0,7,11,712,674,512,162,75.96,24.04,166700,165700,507,0,3,0,1,1,1229.0,No
26125123000,Oakland,Michigan,3007,2897,42,10,7,0,20,31,1147,1080,1007,73,93.24,6.76,129200,178100,975,12,5,0,9,1,1230.0,No
26125123100,Oakland,Michigan,3143,3050,10,9,26,0,8,40,1052,1026,995,31,96.98,3.02,229400,216600,978,2,3,0,5,5,1231.0,No
26125124000,Oakland,Michigan,3902,3649,142,19,17,3,21,51,1417,1321,1198,123,90.69,9.31,166500,158400,1125,52,7,0,8,2,1240.0,No
26125124500,Oakland,Michigan,6135,5837,79,27,25,1,62,104,2509,2412,1816,596,75.29,24.71,105400,117700,1769,14,4,1,13,4,1245.0,No
26125125000,Oakland,Michigan,3327,3219,40,9,7,0,13,39,1200,1159,1084,75,93.53,6.47,168000,166000,1056,12,1,0,8,2,1250.0,No
26125125600,Oakland,Michigan,2883,2813,15,5,9,0,17,24,1077,985,940,45,95.43,4.57,191700,181800,919,6,0,0,8,1,1256.0,No
26125126200,Oakland,Michigan,2401,2334,12,12,18,0,13,12,805,795,758,37,95.35,4.65,221900,228600,739,3,4,0,2,7,1262.0,No
26125126300,Oakland,Michigan,4428,4275,48,13,30,0,16,46,1766,1685,1429,256,84.81,15.19,146000,238200,1386,13,6,0,10,9,1263.0,No
26125126400,Oakland,Michigan,3736,3623,47,16,12,0,1,37,1242,1216,1171,45,96.3,3.7,209100,200300,1140,15,4,0,9,2,1264.0,No
26125126500,Oakland,Michigan,2773,2665,39,21,13,1,5,29,981,923,867,56,93.93,6.07,193800,185500,844,13,6,0,3,1,1265.0,No
26125127000,Oakland,Michigan,5156,5021,30,9,28,1,12,55,1739,1685,1643,42,97.51,2.49,205600,202300,1606,10,3,0,14,8,1270.0,No
26125127100,Oakland,Michigan,5337,5155,50,9,58,1,12,52,1771,1722,1681,41,97.62,2.38,284400,283600,1634,12,2,0,11,20,1271.0,No
26125127200,Oakland,Michigan,1760,1699,12,4,18,1,4,22,699,675,562,113,83.26,16.74,281300,286100,549,4,1,0,3,4,1272.0,No
26125127300,Oakland,Michigan,4114,3956,36,7,45,1,22,47,2005,1870,1101,769,58.88,41.12,201500,203000,1075,7,1,0,8,8,1273.0,No
26125127400,Oakland,Michigan,1867,1776,1,3,18,0,23,46,706,688,604,84,87.79,12.21,138300,138900,584,0,1,0,8,2,1274.0,No
26125127500,Oakland,Michigan,6473,6134,63,14,112,0,74,76,2349,2295,1923,372,83.79,16.21,202700,202800,1870,13,2,0,9,22,1275.0,No
26125127600,Oakland,Michigan,2634,2516,26,6,47,0,6,33,945,857,834,23,97.32,2.68,283700,280300,802,13,0,0,5,12,1276.0,No
26125127700,Oakland,Michigan,6202,5900,59,28,74,0,46,95,2585,2379,1710,669,71.88,28.12,129900,157300,1664,5,8,0,12,14,1277.0,No
26125128000,Oakland,Michigan,3106,3002,10,14,28,0,21,31,1128,1068,987,81,92.42,7.58,164200,165800,960,2,5,0,10,5,1280.0,No
26125128100,Oakland,Michigan,2917,2837,15,9,21,1,7,27,1151,1090,1002,88,91.93,8.07,234000,236200,982,0,2,1,9,7,1281.0,No
26125128200,Oakland,Michigan,3554,3445,27,4,44,0,12,22,1175,1159,1139,20,98.27,1.73,221500,222500,1113,7,1,0,5,12,1282.0,No
26125128300,Oakland,Michigan,4719,4478,51,6,68,0,32,84,1983,1937,1425,512,73.57,26.43,150100,158400,1386,5,1,0,12,13,1283.0,No
26125128400,Oakland,Michigan,3170,2904,79,17,30,2,66,72,1304,1210,923,287,76.28,23.72,131600,173700,874,12,6,1,11,6,1284.0,No
26125128500,Oakland,Michigan,3284,3130,41,2,44,0,15,52,1216,1182,895,287,75.72,24.28,165800,166100,868,10,1,0,4,7,1285.0,No
26125128600,Oakland,Michigan,2756,2666,25,7,31,0,8,19,951,915,879,36,96.07,3.93,241500,240300,861,6,2,0,3,6,1286.0,No
26125128700,Oakland,Michigan,1684,1585,42,3,22,2,10,20,494,490,481,9,98.16,1.84,300800,301900,450,16,1,0,6,6,1287.0,No
26125128800,Oakland,Michigan,1239,1178,11,9,7,2,19,13,485,462,421,41,91.13,8.87,163400,162700,405,3,4,0,3,2,1288.0,No
26125128900,Oakland,Michigan,4319,4051,115,9,93,0,10,41,1630,1535,1162,373,75.7,24.3,257800,258300,1099,32,0,0,9,20,1289.0,No
26125129000,Oakland,Michigan,2715,2655,7,9,8,1,3,32,1320,1198,695,503,58.01,41.99,167400,164600,682,1,3,0,6,3,1290.0,No
26125130000,Oakland,Michigan,2740,2539,104,9,21,2,14,51,1290,1188,1035,153,87.12,12.88,111600,204400,1011,2,3,0,13,4,1300.0,No
26125130100,Oakland,Michigan,1921,1839,7,9,6,3,8,49,686,667,515,152,77.21,22.79,205100,192900,507,1,0,0,5,1,1301.0,No
26125130200,Oakland,Michigan,5374,5214,24,19,25,0,17,75,1960,1843,1738,105,94.3,5.7,149400,178200,1700,7,3,0,14,7,1302.0,No
26125130300,Oakland,Michigan,3887,3748,35,34,18,0,6,46,1357,1281,1238,43,96.64,3.36,150700,262900,1204,6,7,0,12,6,1303.0,No
26125130400,Oakland,Michigan,2884,2793,12,1,43,0,9,26,1130,1083,1030,53,95.11,4.89,187300,187100,1006,4,0,0,9,10,1304.0,No
26125130500,Oakland,Michigan,3010,2958,6,10,7,0,3,26,1138,1083,1045,38,96.49,3.51,214400,212800,1031,2,2,0,5,3,1305.0,No
26125130600,Oakland,Michigan,3413,3319,9,18,21,0,6,40,1294,1232,1140,92,92.53,7.47,164800,163400,1112,3,9,0,11,4,1306.0,No
26125130700,Oakland,Michigan,4990,4837,22,37,26,1,20,47,1761,1715,1534,181,89.45,10.55,182600,180500,1502,7,3,0,8,9,1307.0,No
26125131100,Oakland,Michigan,2313,2269,2,6,18,0,4,14,807,765,742,23,96.99,3.01,173400,174000,731,1,4,0,2,3,1311.0,No
26125131300,Oakland,Michigan,3553,3448,14,14,6,3,6,62,1385,1291,1075,216,83.27,16.73,178800,175300,1059,1,4,2,8,1,1313.0,No
26125131400,Oakland,Michigan,2113,2074,4,1,4,0,8,22,843,802,716,86,89.28,10.72,163300,162100,710,1,1,0,3,1,1314.0,No
26125131500,Oakland,Michigan,3961,3865,14,28,16,0,7,31,1460,1343,1259,84,93.75,6.25,165100,165400,1237,2,7,0,7,2,1315.0,No
26125131600,Oakland,Michigan,2657,2568,4,8,16,0,10,51,884,864,823,41,95.25,4.75,171600,169900,812,1,1,0,5,2,1316.0,No
26125131800,Oakland,Michigan,4572,4451,20,32,11,0,13,45,1800,1721,1668,53,96.92,3.08,29700,198600,1639,4,10,0,12,2,1318.0,No
26125132100,Oakland,Michigan,5744,5587,41,16,27,0,5,68,2055,1975,1933,42,97.87,2.13,219300,250500,1898,12,2,0,18,3,1321.0,No
26125132500,Oakland,Michigan,3265,3196,3,14,7,0,10,35,1419,1380,887,493,64.28,35.72,143900,143100,880,0,1,0,3,1,1325.0,No
26125132600,Oakland,Michigan,3255,3191,14,2,12,0,17,19,1104,1068,1022,46,95.69,4.31,283000,280100,1002,5,2,0,6,1,1326.0,No
26125132700,Oakland,Michigan,3007,2910,7,10,24,0,12,44,1072,1047,925,122,88.35,11.65,183600,187700,907,1,2,0,10,5,1327.0,No
26125133000,Oakland,Michigan,8569,8088,72,33,192,4,51,129,3175,3089,2364,725,76.53,23.47,196400,197500,2276,12,5,1,18,42,1330.0,No
26125133100,Oakland,Michigan,4694,3902,260,35,186,1,155,155,2911,2800,208,2592,7.43,92.57,71800,79800,195,7,1,0,1,3,1331.0,No
26125134000,Oakland,Michigan,4029,3918,13,11,43,0,12,32,1579,1500,1382,118,92.13,7.87,165900,165500,1356,4,5,0,5,8,1340.0,No
26125134100,Oakland,Michigan,5985,5812,34,7,55,0,19,58,2025,1910,1896,14,99.27,0.73,290100,286800,1855,11,4,0,7,17,1341.0,No
26125134200,Oakland,Michigan,5911,5718,44,13,53,0,18,65,2214,2123,1953,170,91.99,8.01,132700,214600,1907,10,6,0,16,11,1342.0,No
26125134300,Oakland,Michigan,4714,4586,8,10,45,0,7,58,1754,1675,1555,120,92.84,7.16,165100,166200,1522,4,0,0,10,15,1343.0,No
26125134400,Oakland,Michigan,4731,4619,19,11,37,1,10,34,1725,1660,1545,115,93.07,6.93,178800,176600,1517,7,5,0,4,11,1344.0,No
26125134500,Oakland,Michigan,3140,2992,8,8,76,0,17,39,1114,1092,930,162,85.16,14.84,209400,211700,898,2,4,0,9,13,1345.0,No
26125134600,Oakland,Michigan,4379,4280,18,5,26,3,11,36,1707,1645,1486,159,90.33,9.67,159800,160700,1466,6,1,0,6,5,1346.0,No
26125134700,Oakland,Michigan,2704,2582,22,6,35,0,23,36,1367,1216,781,435,64.23,35.77,114700,122900,772,1,0,0,2,4,1347.0,No
26125134800,Oakland,Michigan,2144,1952,32,1,126,0,17,16,941,904,738,166,81.64,18.36,200700,200700,707,11,0,0,4,13,1348.0,No
26125134900,Oakland,Michigan,3740,3567,26,15,72,0,9,51,1888,1812,1277,535,70.47,29.53,123100,139200,1252,5,2,0,7,11,1349.0,No
26125136000,Oakland,Michigan,1335,1107,41,1,144,0,9,33,613,567,511,56,90.12,9.88,210800,300000,458,11,0,0,6,34,1360.0,No
26125136100,Oakland,Michigan,5971,5362,129,26,275,3,44,132,3488,3197,792,2405,24.77,75.23,174900,184800,749,6,3,0,9,23,1361.0,No
26125136300,Oakland,Michigan,5025,4274,99,6,553,0,31,62,2044,1902,1012,890,53.21,46.79,276600,275200,920,13,0,0,5,72,1363.0,No
26125136500,Oakland,Michigan,5357,4616,180,4,434,0,39,84,2393,2324,1810,514,77.88,22.12,158700,163200,1694,26,0,0,9,75,1365.0,No
26125136600,Oakland,Michigan,6420,5325,90,8,867,1,26,103,2590,2487,1843,644,74.11,25.89,183800,191500,1672,13,1,0,13,141,1366.0,No
26125136700,Oakland,Michigan,6007,5336,111,7,474,0,26,53,2470,2396,1911,485,79.76,20.24,228700,242000,1766,20,4,0,5,112,1367.0,No
26125136800,Oakland,Michigan,3622,3204,128,10,204,1,14,61,1717,1610,1469,141,91.24,8.76,161100,213000,1382,38,4,0,16,26,1368.0,No
26125137100,Oakland,Michigan,6891,6106,42,24,615,0,26,78,2230,2161,2085,76,96.48,3.52,251800,282400,1904,14,5,0,15,141,1371.0,No
26125137400,Oakland,Michigan,5222,4534,82,2,521,0,7,76,1452,1434,1412,22,98.47,1.53,387000,389400,1250,20,1,0,13,127,1374.0,No
26125137700,Oakland,Michigan,1729,1668,6,2,26,3,1,23,720,714,529,185,74.09,25.91,268300,267400,517,1,0,1,4,6,1377.0,No
26125137800,Oakland,Michigan,3352,3209,14,6,81,5,12,25,1324,1303,1191,112,91.4,8.6,207600,216500,1154,3,0,2,5,24,1378.0,No
26125138100,Oakland,Michigan,3112,2982,15,20,44,0,14,37,1165,1105,1060,45,95.93,4.07,233600,292100,1024,7,9,0,8,9,1381.0,No
26125138300,Oakland,Michigan,6028,5878,19,21,16,3,26,65,2240,2140,1912,228,89.35,10.65,178400,197300,1879,1,8,1,13,5,1383.0,No
26125138600,Oakland,Michigan,1779,1742,5,4,7,0,10,11,617,599,548,51,91.49,8.51,208500,199300,540,2,1,0,2,0,1386.0,No
26125139200,Oakland,Michigan,5965,5765,18,11,64,5,23,79,2872,2733,2029,704,74.24,25.76,126600,143200,1998,3,3,0,14,11,1392.0,No
26125139400,Oakland,Michigan,4193,4057,21,6,45,8,17,39,1632,1556,1188,368,76.35,23.65,171400,180600,1165,4,1,1,7,7,1394.0,No
26125140100,Oakland,Michigan,1227,1015,126,3,15,0,30,38,538,509,409,100,80.35,19.65,139100,139100,354,38,1,0,9,3,1401.0,No
26125140300,Oakland,Michigan,6739,5204,832,17,405,1,108,172,3513,3139,929,2210,29.6,70.4,110400,125500,852,34,2,0,10,27,1403.0,No
26125140500,Oakland,Michigan,1456,1275,69,10,34,0,35,33,816,652,375,277,57.52,42.48,114200,111700,352,10,2,0,5,1,1405.0,No
26125140600,Oakland,Michigan,2479,1603,668,2,129,2,23,52,1018,990,799,191,80.71,19.29,130400,141800,561,199,0,0,10,25,1406.0,No
26125140700,Oakland,Michigan,2225,1913,108,17,67,5,30,85,894,852,550,302,64.55,35.45,44300,140500,522,4,4,0,11,3,1407.0,No
26125140800,Oakland,Michigan,4504,3303,434,13,568,0,79,107,2034,1916,1055,861,55.06,44.94,139700,143100,936,66,1,0,12,31,1408.0,No
26125141000,Oakland,Michigan,4595,2511,1524,19,116,1,283,141,2337,2066,755,1311,36.54,63.46,65600,90800,570,134,2,0,17,6,1410.0,No
26125141100,Oakland,Michigan,2784,1550,863,13,62,0,172,124,1236,1179,622,557,52.76,47.24,90900,91400,491,82,2,0,6,14,1411.0,No
26125141200,Oakland,Michigan,3441,1606,1274,31,178,0,179,173,1601,1548,305,1243,19.7,80.3,82800,83600,237,34,5,0,8,6,1412.0,No
26125141300,Oakland,Michigan,4254,3194,469,46,74,7,316,148,1628,1578,1196,382,75.79,24.21,73300,73500,1012,83,12,0,23,13,1413.0,No
26125141400,Oakland,Michigan,4747,2482,1233,22,117,4,706,183,1754,1679,1203,476,71.65,28.35,82600,82400,850,238,5,1,20,24,1414.0,No
26125141500,Oakland,Michigan,6338,1757,3986,39,93,1,250,212,2288,2177,1219,958,55.99,44.01,69900,70900,507,612,11,0,34,15,1415.0,No
26125141600,Oakland,Michigan,6033,1925,2794,30,497,4,553,230,2000,1829,1083,746,59.21,40.79,63600,64500,399,533,2,1,28,44,1416.0,No
26125141700,Oakland,Michigan,4160,2016,1126,27,162,0,622,207,1378,1251,570,681,45.56,54.44,52500,52200,390,96,5,0,15,10,1417.0,No
26125141800,Oakland,Michigan,2704,1763,369,34,59,3,365,111,944,895,557,338,62.23,37.77,61700,61500,423,44,5,1,15,8,1418.0,No
26125141900,Oakland,Michigan,274,175,73,0,5,0,4,17,0,0,0,0,,,0,0,0,0,0,0,0,0,1419.0,No
26125142000,Oakland,Michigan,3166,1369,1475,21,40,1,112,148,1325,1214,595,619,49.01,50.99,89400,88900,337,223,6,0,13,5,1420.0,No
26125142100,Oakland,Michigan,2640,938,1406,14,56,4,101,121,914,812,308,504,37.93,62.07,57700,59400,136,144,3,1,9,3,1421.0,No
26125142200,Oakland,Michigan,3662,498,2841,11,4,0,206,102,1666,1435,497,938,34.63,65.37,56400,56300,62,419,1,0,5,1,1422.0,No
26125142300,Oakland,Michigan,2372,480,1752,8,7,0,62,63,1156,996,368,628,36.95,63.05,69100,66400,68,281,2,0,10,1,1423.0,No
26125142400,Oakland,Michigan,3751,294,3276,2,8,0,90,81,1424,1271,764,507,60.11,39.89,51200,51300,51,686,1,0,13,1,1424.0,No
26125142500,Oakland,Michigan,1197,85,1060,9,1,0,15,27,591,429,168,261,39.16,60.84,104700,109300,2,162,0,0,3,0,1425.0,No
26125142600,Oakland,Michigan,5593,2966,2213,41,78,0,156,139,2309,2227,1617,610,72.61,27.39,105000,107300,977,585,12,0,17,10,1426.0,No
26125142700,Oakland,Michigan,4626,325,4057,15,34,1,99,95,1785,1648,959,689,58.19,41.81,61300,61400,16,922,2,0,12,0,1427.0,No
26125143000,Oakland,Michigan,326,314,3,0,9,0,0,0,146,132,122,10,92.42,7.58,856500,814800,119,1,0,0,0,2,1430.0,No
26125144000,Oakland,Michigan,5972,5657,89,34,89,0,35,68,2267,2218,2100,118,94.68,5.32,169900,170700,2017,29,13,0,13,20,1440.0,No
26125144100,Oakland,Michigan,4470,4244,65,11,41,0,53,56,1848,1792,1517,275,84.65,15.35,141900,144800,1471,12,1,0,14,11,1441.0,No
26125144200,Oakland,Michigan,4613,4467,14,14,30,1,29,58,1794,1729,1625,104,93.98,6.02,140900,140700,1584,2,4,1,17,9,1442.0,No
26125144300,Oakland,Michigan,3992,3871,6,13,23,0,31,48,1588,1540,1428,112,92.73,7.27,135900,135300,1393,0,6,0,12,7,1443.0,No
26125144400,Oakland,Michigan,5030,4682,94,24,75,1,59,95,1972,1922,1593,329,82.88,17.12,141700,141600,1506,31,6,0,20,19,1444.0,No
26125144500,Oakland,Michigan,2974,2779,82,7,33,0,18,55,1275,1207,1083,124,89.73,10.27,162500,161900,1036,23,2,0,13,5,1445.0,No
26125144600,Oakland,Michigan,4051,3881,48,6,31,3,27,55,1582,1543,1375,168,89.11,10.89,158200,157800,1331,9,3,2,19,6,1446.0,No
26125144700,Oakland,Michigan,5863,5107,348,35,128,0,116,129,2943,2815,1209,1606,42.95,57.05,118200,127200,1150,20,4,0,11,10,1447.0,No
26125144800,Oakland,Michigan,2708,2533,45,3,17,0,66,44,1111,1091,743,348,68.1,31.9,130800,131500,724,5,0,0,5,3,1448.0,No
26125144900,Oakland,Michigan,4101,3735,112,19,77,0,57,101,1971,1907,970,937,50.87,49.13,132200,134000,927,2,3,0,13,10,1449.0,No
26125145100,Oakland,Michigan,2251,2148,32,3,27,0,13,28,899,877,814,63,92.82,7.18,146500,146500,785,11,1,0,7,7,1451.0,No
26125145200,Oakland,Michigan,3437,3185,84,10,50,0,51,57,1647,1576,914,662,57.99,42.01,159300,159800,887,2,0,0,9,6,1452.0,No
26125145300,Oakland,Michigan,4462,4307,29,8,31,0,16,71,1941,1866,1494,372,80.06,19.94,136500,136000,1463,6,1,0,12,8,1453.0,No
26125145400,Oakland,Michigan,4456,3983,166,26,50,0,107,124,1883,1813,1407,406,77.61,22.39,122100,122400,1338,24,5,0,14,11,1454.0,No
26125145500,Oakland,Michigan,6650,6200,143,28,110,1,66,102,2801,2713,1897,816,69.92,30.08,156900,158700,1805,34,3,0,21,28,1455.0,No
26125145600,Oakland,Michigan,4173,3836,128,7,84,2,39,77,1699,1643,1338,305,81.44,18.56,168100,172600,1271,17,3,0,16,21,1456.0,No
26125145700,Oakland,Michigan,3947,3162,629,11,30,1,46,68,1183,1135,921,214,81.15,18.85,129200,136400,890,4,3,0,10,5,1457.0,No
26125150000,Oakland,Michigan,5578,4471,434,4,563,4,19,83,2534,2440,2046,394,83.85,16.15,243800,250100,1783,138,1,0,13,106,1500.0,No
26125150100,Oakland,Michigan,3759,2903,617,4,162,8,17,48,1698,1640,1160,480,70.73,29.27,181600,207200,993,122,0,0,6,38,1501.0,No
26125150200,Oakland,Michigan,2363,2025,47,3,259,0,9,20,986,933,914,19,97.96,2.04,619200,625600,820,16,0,0,5,71,1502.0,No
26125150300,Oakland,Michigan,4969,4327,178,0,380,0,15,69,2022,1939,1855,84,95.67,4.33,317700,360000,1663,67,0,0,15,106,1503.0,No
26125150400,Oakland,Michigan,2772,2445,64,11,220,0,6,26,957,944,929,15,98.41,1.59,391500,389800,838,24,1,0,5,61,1504.0,No
26125150500,Oakland,Michigan,3037,2885,22,1,99,4,5,21,1136,1106,1083,23,97.92,2.08,363100,362200,1043,3,0,1,7,27,1505.0,No
26125150600,Oakland,Michigan,2848,2414,95,1,289,1,4,44,1161,1091,1077,14,98.72,1.28,470000,472500,936,34,0,1,12,93,1506.0,No
26125150700,Oakland,Michigan,4547,4048,97,4,310,0,20,68,1626,1595,1557,38,97.62,2.38,355400,357500,1410,31,0,0,12,102,1507.0,No
26125150800,Oakland,Michigan,4221,3726,176,1,257,2,10,49,1682,1635,1516,119,92.72,7.28,327900,334800,1386,53,1,1,5,69,1508.0,No
26125150900,Oakland,Michigan,3669,3378,88,2,154,3,17,27,1685,1579,1175,404,74.41,25.59,393100,411900,1119,20,1,0,3,29,1509.0,No
26125151000,Oakland,Michigan,5257,5107,31,4,90,1,3,21,1966,1900,1860,40,97.89,2.11,482300,484000,1820,9,0,0,3,28,1510.0,No
26125152000,Oakland,Michigan,3940,3573,65,4,259,0,10,29,1628,1520,1385,135,91.12,8.88,787300,854000,1266,21,1,0,8,87,1520.0,No
26125152600,Oakland,Michigan,3683,3605,13,0,30,0,9,26,1607,1497,1233,264,82.36,17.64,664800,665600,1223,3,0,0,3,3,1526.0,No
26125152700,Oakland,Michigan,2824,2735,16,5,37,0,2,29,1138,1098,1041,57,94.81,5.19,413900,411100,1024,5,1,0,3,8,1527.0,No
26125152900,Oakland,Michigan,3479,3263,66,12,82,4,4,48,1964,1843,1203,640,65.27,34.73,182600,183200,1161,6,3,1,9,22,1529.0,No
